1.062734082397003704e-01,4.256712508185986343e-02,1.186440677966101725e-01,1.617647058823529493e-01,4.428571428571428381e-01
1.062734082397003704e-01,4.256712508185986343e-02,1.186440677966101725e-01,1.617647058823529493e-01,4.428571428571428381e-01
1.062734082397003704e-01,4.256712508185986343e-02,0.000000000000000000e+00,1.617647058823529493e-01,4.428571428571428381e-01
1.062734082397003704e-01,4.256712508185986343e-02,0.000000000000000000e+00,5.882352941176470507e-02,2.000000000000000111e-01
0.000000000000000000e+00,3.438113948919450935e-02,0.000000000000000000e+00,5.882352941176470507e-02,2.000000000000000111e-01
0.000000000000000000e+00,3.438113948919450935e-02,0.000000000000000000e+00,5.882352941176470507e-02,2.000000000000000111e-01
0.000000000000000000e+00,3.438113948919450935e-02,0.000000000000000000e+00,5.882352941176470507e-02,2.000000000000000111e-01
0.000000000000000000e+00,3.438113948919450935e-02,0.000000000000000000e+00,5.882352941176470507e-02,2.000000000000000111e-01
0.000000000000000000e+00,3.438113948919450935e-02,0.000000000000000000e+00,5.882352941176470507e-02,2.000000000000000111e-01
0.000000000000000000e+00,3.438113948919450935e-02,0.000000000000000000e+00,5.882352941176470507e-02,2.000000000000000111e-01
0.000000000000000000e+00,3.438113948919450935e-02,0.000000000000000000e+00,5.882352941176470507e-02,2.000000000000000111e-01
0.000000000000000000e+00,3.438113948919450935e-02,1.016949152542372947e-01,2.794117647058823595e-01,2.000000000000000111e-01
5.889513108614232717e-01,3.438113948919450935e-02,1.016949152542372947e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,1.016949152542372947e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,1.016949152542372947e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,1.016949152542372947e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,1.016949152542372947e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,1.016949152542372947e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,1.016949152542372947e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,1.016949152542372947e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,2.711864406779661008e-01,2.794117647058823595e-01,5.142857142857142350e-01
5.889513108614232717e-01,4.227242960052390308e-01,2.711864406779661008e-01,3.529411764705882582e-01,6.999999999999999556e-01
6.170411985018726675e-01,5.573018991486575757e-01,2.711864406779661008e-01,3.529411764705882582e-01,6.999999999999999556e-01
6.170411985018726675e-01,5.573018991486575757e-01,2.711864406779661008e-01,3.529411764705882582e-01,6.999999999999999556e-01
6.170411985018726675e-01,5.573018991486575757e-01,2.711864406779661008e-01,3.529411764705882582e-01,6.999999999999999556e-01
6.170411985018726675e-01,5.573018991486575757e-01,2.711864406779661008e-01,3.529411764705882582e-01,6.999999999999999556e-01
