1178,13,25,42
1178,13,25,42
1178,13,25,42
1178,6,25,42
1178,6,18,25
951,6,18,25
951,6,18,25
951,6,18,25
951,6,18,25
951,6,18,25
951,6,18,25
951,6,18,25
951,12,33,25
2209,12,33,47
2209,12,33,47
2209,12,33,47
2209,12,33,47
2209,12,33,47
2209,12,33,47
2209,12,33,47
2209,12,33,47
2209,22,33,47
2209,22,38,60
2269,22,38,60
2269,22,38,60
2269,22,38,60
2269,22,38,60
2269,22,38,60
2269,22,38,60
2269,32,38,60
2269,32,38,60
2269,32,38,60
2269,32,38,63
2893,32,38,63
2893,32,38,63
2893,32,38,63
2893,32,38,63
2893,32,38,63
2893,32,38,63
2893,32,38,63
2893,32,38,63
2893,39,38,63
2183,39,38,45
2183,39,38,45
2183,39,38,45
2183,39,38,45
2183,39,38,45
2183,39,38,45
2183,39,38,45
2183,39,38,45
2183,39,20,18
2174,39,20,18
2174,39,20,18
2174,39,20,18
2174,39,20,18
2174,39,20,18
2174,39,20,18
2174,43,20,18
2174,43,38,62
2408,43,38,62
2408,43,38,62
2408,43,38,62
2408,43,38,62
2408,43,38,62
2408,43,38,62
2408,49,38,62
2408,49,20,17
2369,49,20,17
2369,49,20,17
2369,49,20,17
2369,49,20,17
2369,49,20,17
2369,49,20,17
2369,49,20,17
2369,52,20,17
2043,52,36,59
2043,52,36,59
2043,52,36,59
2043,52,36,59
2043,52,36,59
2043,52,36,59
2043,52,36,59
2043,52,36,59
2043,54,29,59
2106,54,29,31
2106,54,29,31
2106,54,29,31
2106,54,29,31
2106,54,29,31
2106,54,29,31
2106,54,29,31
2106,54,29,31
2106,54,29,31
2106,56,35,31
2193,56,35,54
2193,56,35,54
2193,56,35,54
2193,56,35,54
2193,56,35,54
2193,56,35,54
2193,56,35,54
2193,60,35,54
2060,60,20,11
2060,60,20,11
2060,60,20,11
2060,60,20,11
2060,60,20,11
2060,60,20,11
2060,60,20,11
2060,59,20,11
2060,59,28,24
1819,59,28,24
1819,59,28,24
1819,59,28,24
1819,59,28,24
1819,59,28,24
1819,59,28,24
1819,59,28,24
1819,59,31,24
1848,59,31,43
1848,59,31,43
1848,59,31,43
1848,59,31,43
1848,59,31,43
1848,59,31,43
1848,59,31,43
1848,61,31,43
1848,61,33,54
1879,61,33,54
1879,61,33,54
1879,61,33,54
1879,61,33,54
1879,61,33,54
1879,61,33,54
1879,61,33,54
1879,62,33,54
1879,62,28,30
1918,62,28,30
1918,62,28,30
1918,62,28,30
1918,62,28,30
1918,62,28,30
1918,62,28,30
1918,62,28,30
1918,62,29,30
1926,62,29,35
1926,62,29,35
1926,62,29,35
1926,62,29,35
1926,62,29,35
1926,62,29,35
1926,62,29,35
1926,62,29,35
1926,63,29,35
1949,63,30,36
1949,63,30,36
1949,63,30,36
1949,63,30,36
1949,63,30,36
1949,63,30,36
1949,63,30,36
1949,63,30,36
1949,63,26,26
1936,63,26,26
1936,63,26,26
1936,63,26,26
1936,63,26,26
1936,63,26,26
1936,63,26,26
1936,63,26,26
1936,63,26,25
1911,63,26,25
1911,63,26,25
1911,63,26,25
1911,63,26,25
1911,63,26,25
1911,63,26,25
1911,58,26,25
1911,58,18,13
1728,58,18,13
1728,58,18,13
1728,58,18,13
1728,58,18,13
1728,58,18,13
1728,58,18,13
1728,58,18,13
1728,49,16,13
1115,49,16,15
1115,49,16,15
1115,49,16,15
1115,49,16,15
1115,49,16,15
1115,49,16,15
1115,49,16,15
1115,41,17,15
1495,41,17,14
1495,41,17,14
1495,41,17,14
1495,41,17,14
1495,41,17,14
1495,41,17,14
1495,41,17,14
1495,27,17,14
1495,27,15,18
1004,27,15,18
1004,27,15,18
1004,27,15,18
1004,27,15,18
1004,27,15,18
1004,27,15,18
1004,27,15,18
1004,27,15,18
1004,19,24,28
1477,19,24,28
1477,19,24,28
1477,19,24,28
1477,19,24,28
1477,19,24,28
1477,19,24,28
1477,19,24,28
1477,21,31,28
1740,21,31,46
1740,21,31,46
1740,21,31,46
1740,21,31,46
1740,21,31,46
1740,21,31,46
1740,21,31,46
1740,21,31,46
1740,24,25,46
1979,24,25,24
1979,24,25,24
1979,24,25,24
1979,24,25,24
1979,24,25,24
1979,24,25,24
1979,24,25,24
1979,24,25,24
1979,24,25,24
1979,27,25,24
1979,27,29,24
1979,27,29,33
2249,27,29,33
2249,27,29,33
2249,27,29,33
2249,27,29,33
2249,27,29,33
2249,27,29,33
2249,27,29,33
2249,33,22,33
2279,33,22,22
2279,33,22,22
2279,33,22,22
2279,33,22,22
2279,33,22,22
2279,33,22,22
2279,33,22,22
2279,38,22,22
2279,38,34,48
2127,38,34,48
2127,38,34,48
2127,38,34,48
2127,38,34,48
2127,38,34,48
2127,38,34,48
2127,38,34,48
2127,38,34,48
2127,44,34,48
2127,44,34,49
2127,44,34,49
2448,44,34,49
2448,44,34,49
2448,44,34,49
2448,44,34,49
2448,44,34,49
2448,44,34,49
2448,44,34,49
2448,49,34,49
2448,49,32,47
1881,49,32,47
1881,49,32,47
1881,49,32,47
1881,49,32,47
1881,49,32,47
1881,49,32,47
1881,49,32,47
1881,49,32,47
1881,52,31,47
1881,52,31,39
2031,52,31,39
2031,52,31,39
2031,52,31,39
2031,52,31,39
2031,52,31,39
2031,52,31,39
2031,54,31,39
2031,54,30,32
2072,54,30,32
2072,54,30,32
2072,54,30,32
2072,54,30,32
2072,54,30,32
2072,54,30,32
2072,54,30,32
2072,54,30,32
2072,56,31,32
2155,56,31,38
2155,56,31,38
2155,56,31,38
2155,56,31,38
2155,56,31,38
2155,56,31,38
2155,56,31,38
